City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Deaths,
Amaravati,23-03-2020,26.01,50.98,1.54,4.65,3.73,8.62,0.45,24.44,29.73,0.07,0.33,0.1,51,Satisfactory,,1852
Amaravati,24-03-2020,17.19,39.17,1.39,4.81,3.69,7.58,0.46,20.71,28.52,0.08,0.42,0.14,47,Good,,1944
Amaravati,25-03-2020,16.77,35.65,1.38,4.29,3.41,7.58,1.47,18.95,27.74,0.07,0.33,0.1,101,Moderate,,2046
Amaravati,26-03-2020,23.67,44.23,1.58,4.99,3.94,7.93,0.66,18.8,29.32,0.15,0.66,0.16,108,Moderate,,2157
Amaravati,27-03-2020,25.36,50.63,1.51,4.69,3.74,8.2,0.23,21.49,37.28,0.08,0.31,0.1,52,Satisfactory,,2299
Amaravati,28-03-2020,25.12,52.01,1.52,4.71,3.74,7.88,0.25,22.1,43.19,0.09,0.39,0.15,61,Satisfactory,,2493
Amaravati,29-03-2020,26.96,53.31,1.29,5.11,3.77,7.91,0.37,19.29,38.57,0.13,0.65,0.1,58,Satisfactory,,2701
Amaravati,30-03-2020,30.36,60.36,1.45,5.2,3.92,8.01,0.37,22.14,45.51,0.11,0.25,,58,Satisfactory,,2872
Amaravati,31-03-2020,29.86,55.8,1.39,4.52,3.54,8.81,0.28,23.12,44.17,0.08,0.33,0.1,69,Satisfactory,,3033
Amaravati,01-04-2020,34.77,63.95,1.4,5.03,3.81,9.07,0.25,25.11,40.76,0.11,0.47,0.1,69,Satisfactory,,3111
Amaravati,02-04-2020,29.77,59.98,1.38,4.32,3.42,8.71,,20.53,32.28,0.07,0.29,0.1,59,Satisfactory,,3213
Amaravati,03-04-2020,30.52,54.56,1.38,4.05,3.27,8.95,,29.01,19.3,0.04,0.33,,59,Satisfactory,,3318
Amaravati,04-04-2020,30.58,53.17,1.41,3.65,3.09,8.16,,21.14,30.65,0.05,0.2,0.1,55,Satisfactory,,3417
Amaravati,05-04-2020,23.9,46.95,1.34,3.93,3.18,7.68,,19.38,25.31,0.02,0.26,0.18,51,Satisfactory,,3529
Amaravati,06-04-2020,16.28,33.84,1.54,3.77,3.25,7.66,,20.08,17.23,0.02,0.18,,39,Good,,3729
Amaravati,07-04-2020,11.01,28.46,1.46,3.53,3.07,7.63,,17.69,16.26,0.04,0.19,,30,Good,,3989
Amaravati,08-04-2020,16.58,36.98,1.45,4.27,3.46,7.28,,19.86,25.67,0.01,0.22,0.1,38,Good,,4274
Amaravati,09-04-2020,18.11,38.01,1.51,5.44,4.12,7.74,,24.28,43.68,0.15,0.49,0.1,52,Satisfactory,,4607
Amaravati,10-04-2020,21.17,41.26,1.3,6.54,4.25,6.25,0,13.94,36.65,0.32,1.26,0.17,53,Satisfactory,,4927
Amaravati,11-04-2020,13.72,31.06,1.4,4.58,3.58,6.74,0,15.56,26.1,0.05,0.54,0.16,42,Good,,5245
Amaravati,12-04-2020,16.75,36.94,1.33,4.59,3.53,6.79,0,13.59,25.74,0.05,0.36,,44,Good,,5548
Amaravati,13-04-2020,18.38,40.46,1.31,4.91,3.66,7.17,0,14.3,27.51,0.05,0.38,0.1,47,Good,,5855
Amaravati,14-04-2020,19.77,45.79,1.4,4.99,3.77,7.23,0,14.56,26.57,0.06,0.36,,50,Good,,6090
Amaravati,15-04-2020,18.62,45.2,1.48,4.5,3.6,6.92,0,14.12,30.13,0.06,0.29,0.1,51,Satisfactory,,6227
Amaravati,16-04-2020,17.21,38.03,1.45,4.4,3.53,6.84,0,13.37,24.22,0.03,0.28,,43,Good,,6126
Amaravati,17-04-2020,13.28,40.72,1.37,4.83,3.68,7.29,0,12.24,25.98,0.06,0.31,0.1,40,Good,,5958
Amaravati,18-04-2020,7.38,26.67,1.37,3.7,3.09,6.49,,13.63,25.12,0.02,0.25,,41,Good,,5902
Amaravati,19-04-2020,7.59,24.92,1.44,3.52,3.04,6.17,,13.62,23.68,0.03,0.23,,35,Good,,5738
Amaravati,20-04-2020,7.81,23.53,1.5,4.13,3.42,6.17,,15.82,19.01,0.01,0.25,0.1,30,Good,,8
Amaravati,21-04-2020,7.35,20.8,1.47,4.16,3.4,5.9,,13.92,18.71,0.02,0.25,,26,Good,,9
Amaravati,22-04-2020,9.51,24.12,1.32,3.97,2.97,6.56,0,12.29,19.18,0.05,0.23,,26,Good,,10
Amaravati,23-04-2020,11.34,26.66,1.39,3.97,3.24,6.59,0,,21.01,0.02,0.23,,30,Good,,10
Amaravati,24-04-2020,9.36,26.24,1.39,3.87,3.19,6.41,0,,22.75,0.02,0.19,,31,Good,,10
Amaravati,25-04-2020,14.44,38.88,1.36,4.26,3.38,6.81,0,,31,0,0.2,,43,Good,,11
Amaravati,26-04-2020,11.9,29.15,1.33,6.18,4.37,5.43,0,,44.57,0.06,0.31,,56,Satisfactory,,11
Amaravati,27-04-2020,16.45,32.26,1.41,5.66,4.17,7,0,,36.76,0.06,0.24,,52,Satisfactory,,12
Amaravati,28-04-2020,10.61,33.88,1.46,5.21,3.95,5.9,0,,32.29,0.05,0.43,0.12,41,Good,,13
Amaravati,29-04-2020,35.38,63.42,1.42,11.76,7.42,7.98,0,,34.99,0.36,0.81,0.1,43,Good,,12
Amaravati,30-04-2020,26.8,50.65,1.35,6.22,4.41,7.86,0,19.3,39.46,0.08,0.47,,56,Satisfactory,,12
Amaravati,01-05-2020,28.33,54.31,1.4,4.92,3.75,9.08,,14.34,37.13,0.03,0.3,,51,Satisfactory,,13
Amaravati,02-05-2020,24.11,50.38,1.37,4.1,3.3,9.1,,8.61,36.34,0.01,0.22,,60,Satisfactory,,13
Amaravati,03-05-2020,21.42,54.69,1.45,4.25,3.44,8.33,,7.58,31.83,0.01,0.25,,52,Satisfactory,,13
Amaravati,04-05-2020,22.79,56.2,1.46,4.24,3.44,8.16,,7.55,30.11,0.03,0.25,,55,Satisfactory,,13
Amaravati,05-05-2020,,11,1.12,10.39,4.17,5.07,,20.43,13.04,0.02,0.2,,58,Satisfactory,,14
Amaravati,06-05-2020,14.28,35.43,1.65,5.46,4.24,8.57,,6.68,19.59,0.02,0.29,,44,Good,,14
Amaravati,07-05-2020,18.76,41.98,1.52,5.55,3.77,8.35,,7.49,19.9,0.02,0.33,,45,Good,,15
Amaravati,08-05-2020,18.81,47.91,1.44,5.84,4.27,8.22,,8.18,23.44,0.02,0.28,,43,Good,,15
Amaravati,09-05-2020,18.48,43.55,1.28,4.73,3.54,7.79,,7.27,24.81,0.02,0.27,,54,Satisfactory,,15
Amaravati,10-05-2020,14.26,34.12,1.36,4.75,3.64,7.39,,8.02,23.19,0.07,0.47,137.45,42,Good,,15
Amaravati,11-05-2020,17.1,44.23,1.56,6.38,4.65,7.21,,5.75,20.46,0.05,0.51,,43,Good,,15
Amaravati,12-05-2020,13.9,36.24,1.5,5.16,3.81,7.31,,13.56,19.85,0.05,0.36,,39,Good,,15
Amaravati,13-05-2020,13.11,36.14,1.52,4.87,3.64,6.48,,9.04,19.71,0.04,0.32,,41,Good,,15
Amaravati,14-05-2020,12.05,34.03,1.5,4.68,3.71,6.75,,7.64,17.21,0.03,0.3,,36,Good,,15
Amaravati,15-05-2020,13.47,36.01,1.52,5.95,4.37,5.54,,8.83,21.83,0.06,0.54,,39,Good,,15
Amaravati,16-05-2020,,35.01,1.47,5.28,4.02,6.14,,9.38,28.31,0.03,0.52,,41,Good,,16
Amaravati,17-05-2020,,44.57,1.78,14.19,8.73,8.16,,11.96,29.87,0.05,0.94,,48,Good,,18
Amaravati,18-05-2020,30.46,54.8,5.95,14.07,12.33,7.88,,10.08,33.55,0.13,1.07,0.1,55,Satisfactory,,19
Amaravati,19-05-2020,34.15,71.94,1.64,15.46,9.56,8.67,,10.28,51.22,0.14,1.45,,77,Satisfactory,,20
Amaravati,20-05-2020,41.46,108.2,1.56,16.97,9.83,9.88,,13.83,49.1,0.31,2.08,0.22,93,Satisfactory,,559
Amaravati,21-05-2020,27.66,102.68,1.43,11.41,6.96,8.65,,10.27,50.56,0.2,1.08,,105,Moderate,,480
Amaravati,22-05-2020,29.9,103.68,1.47,10.11,6.4,11.55,0.38,12.04,52.47,0.16,0.82,0.1,103,Moderate,,451
Amaravati,23-05-2020,21.15,72.04,1.51,4.87,3.81,12.22,0.52,9.79,50.76,0.02,0.24,,88,Satisfactory,,466
Amaravati,24-05-2020,18.09,60.29,1.41,4.2,3.39,10.29,0.45,8.1,48,5.09,0.2,4.95,66,Satisfactory,,513
Amaravati,25-05-2020,16.93,57.4,1.42,3.63,3.07,11.22,0.47,7.48,40.43,6.44,0.26,,57,Satisfactory,,555
Amaravati,26-05-2020,22.01,72.96,1.57,3.89,3.35,11.74,0.49,7.24,48.22,0.42,0.31,,69,Satisfactory,,558
Amaravati,27-05-2020,24.22,66.04,1.39,4.33,3.44,11.7,0.5,7.19,24.36,4.9,0.42,84.72,69,Satisfactory,,648
Amaravati,28-05-2020,25.16,66.12,1.57,5.41,4.15,12.46,0.6,7.99,13.71,0.44,0.38,0.1,64,Satisfactory,,641
Amaravati,29-05-2020,20.96,68.44,1.52,5.69,4.27,10.97,0.6,10.85,17.45,0.08,0.49,0.1,70,Satisfactory,,730
Amaravati,30-05-2020,22.5,62.08,1.46,6.94,4.87,10.98,0.57,17.09,21.62,0.09,0.67,0.12,63,Satisfactory,,743
Amaravati,31-05-2020,19.96,58.07,1.42,5.43,4.05,10.08,0.55,9.11,21.51,0.05,0.34,0.3,62,Satisfactory,,694
Amaravati,01-06-2020,8.09,37.02,1.58,9.29,6.22,4.7,0.48,9.85,14.81,0.12,1.75,0.12,46,Good,,775
Amaravati,02-06-2020,12.78,38.24,1.66,9.72,6.52,10.11,0.51,6.61,18.39,0.09,1.19,0.22,41,Good,,798
Amaravati,03-06-2020,10.23,35.22,1.85,10.19,6.6,7.4,0.5,12.47,19.36,0.1,1.18,0.19,40,Good,,855
Amaravati,04-06-2020,7.89,34.52,1.76,11.09,7.33,7.17,0.54,16.74,18.72,0.05,0.45,0.1,39,Good,,926
Amaravati,05-06-2020,9.33,36.04,1.6,8.83,5.99,8.01,0.44,11.48,30.3,0.08,0.47,0.1,58,Satisfactory,,992
Amaravati,06-06-2020,10.14,43.39,1.33,7.06,4.83,6.2,0.42,12.83,35.22,0.09,0.55,0.19,44,Good,,1030
Amaravati,07-06-2020,11.49,47.69,1.48,6.9,4.87,6.93,0.42,12.34,38.36,0.06,0.36,0.1,50,Good,,1195
Amaravati,08-06-2020,12.19,49.5,1.62,10.16,6.72,7.12,0.44,11.95,38.42,0.1,0.7,0.15,54,Satisfactory,,1173
Amaravati,09-06-2020,10.39,44.35,1.56,10.06,6.61,6.04,0.5,15.46,40.05,0.09,0.76,0.22,61,Satisfactory,,1081
Amaravati,10-06-2020,10.18,25.24,8.5,15.4,15.51,9.51,0.59,13.75,40.65,0.09,1.21,0.17,58,Satisfactory,,1067
Amaravati,11-06-2020,5.6,12.17,2.27,14.58,9.6,9.96,0.51,18.82,42.45,0.11,1.63,0.1,53,Satisfactory,,1135
Amaravati,12-06-2020,4.7,12.83,1.66,10.03,6.69,8.76,0.53,13.34,34.37,0.08,0.52,0.1,47,Good,,1165
Amaravati,13-06-2020,4.65,12.76,1.48,8.44,5.7,7.97,0.48,12.34,35.22,0.06,0.28,0.1,44,Good,,1192
Amaravati,14-06-2020,11.71,25.81,1.6,8.06,5.6,8.67,0.53,16.01,39.34,0.07,0.57,0.29,47,Good,,1263
Amaravati,15-06-2020,10.07,24.04,2.12,9.21,6.62,8.73,0.48,12.19,33.82,0.06,0.41,0.1,41,Good,,1338
Amaravati,16-06-2020,11.61,31.52,4.88,16.7,12.86,8.35,0.5,16.28,31.19,0.09,0.78,0.36,39,Good,,1406
Amaravati,17-06-2020,8.73,18.33,4.64,16.26,11.66,10.3,0.38,17.54,29.47,0.09,0.54,0.2,36,Good,,1476
Amaravati,18-06-2020,11.2,27.86,3.27,12.95,9.54,12.91,0.62,17.81,31.9,0.1,0.81,0.19,42,Good,,1551
Amaravati,19-06-2020,11.03,34.97,3.18,13.74,9.89,8.92,0.64,10.39,31.37,0.14,1.43,0.32,43,Good,,2086
Amaravati,20-06-2020,16.99,45.43,1.52,9.48,6.27,8.6,0.55,11.19,41.25,0.11,1.29,0.16,55,Satisfactory,,2142
Amaravati,21-06-2020,12.74,30.83,1.66,10.27,6.81,9.45,0.59,13.28,34.95,0.13,0.77,0.15,50,Good,,2212
Amaravati,22-06-2020,17.97,50.49,2.05,12.1,8.1,10.92,0.65,11.68,30.15,0.17,1.55,0.53,46,Good,,2393
Amaravati,23-06-2020,15.48,34.84,2.07,9.15,6.55,13.53,0.58,15.88,39.82,0.11,0.8,0.16,55,Satisfactory,,2587
Amaravati,24-06-2020,14.88,35.33,1.86,10.59,7.15,11.62,0.59,14.04,38.01,0.13,1.03,0.21,52,Satisfactory,,2633
Amaravati,25-06-2020,20.74,37.36,1.9,8.44,6.03,14.57,0.62,15.38,39.32,0.13,0.89,0.28,50,Good,,2568
Amaravati,26-06-2020,10.41,20.55,1.88,7.21,5.37,12.46,0.53,15.86,25.96,0.06,0.3,,37,Good,,2568
Amaravati,27-06-2020,14.5,24.43,1.53,6.53,4.72,8.97,0.55,13.75,33.76,0.06,0.27,0.15,42,Good,,2593
Amaravati,28-06-2020,16.65,28.51,1.43,8.32,5.59,9.77,0.66,10.86,37.34,0.1,0.43,0.12,49,Good,,2588
Amaravati,29-06-2020,20.96,32.56,1.65,9.55,6.43,14.3,0.66,14.79,43.29,0.12,0.69,0.1,56,Satisfactory,,2777
Amaravati,30-06-2020,21.34,35.16,1.74,10.69,7.1,13.38,0.66,14.58,45.32,0.14,1.42,0.2,61,Satisfactory,,2783
Amaravati,01-07-2020,22,34,1.5,9.68,6.4,8.45,0.59,10.88,29.15,0.1,0.5,,54,Satisfactory,,2795
Amritsar,27-02-2017,13.42,14.92,15.06,8.86,,1.6,0.81,11,12.96,,,,,,,2828
Amritsar,28-02-2017,12.45,13.8,17.44,8.05,,1.73,0.67,16.06,11.88,,,,52,Satisfactory,,2747
Amritsar,01-03-2017,19.52,21.88,14.77,6.02,,1.48,0.43,26.24,11.53,,,,31,Good,,2759
Amritsar,02-03-2017,77.71,80.27,10.49,3.88,,1.29,0.36,22.35,18.68,,,,106,Moderate,,2818
Amritsar,03-03-2017,19.7,33.08,9.91,3.13,,1.15,0.37,14.29,22.22,,,,98,Satisfactory,,2857
Amritsar,04-03-2017,22.91,56.19,10.69,4.13,,1.86,0.47,8.42,26.62,,,,61,Satisfactory,,2822
Amritsar,05-03-2017,29.56,44.5,8.95,2.66,,1.26,0.39,10.95,27.03,,,,62,Satisfactory,,2705
Amritsar,06-03-2017,46.13,62.88,9.62,4.89,,1.99,0.54,30.27,26.3,,,,78,Satisfactory,,2638
Amritsar,07-03-2017,44.3,52.12,9.4,5.32,,2.4,0.36,28.74,20.63,,,,72,Satisfactory,,2633
Amritsar,08-03-2017,41.23,52.75,11.18,7.88,,2.51,0.39,21.4,22.44,,,,71,Satisfactory,,2665
Amritsar,09-03-2017,29.88,33.2,10.64,11.66,,2.31,0.36,4.26,21.11,,,,59,Satisfactory,,2676
Amritsar,10-03-2017,37.93,43.69,12.84,15.11,,2.05,0.2,6.38,25.06,,,,73,Satisfactory,,2704
Amritsar,11-03-2017,32.46,50.76,10.93,19.67,,6.82,0,4.71,18.79,,,,56,Satisfactory,,2771
Amritsar,12-03-2017,25.65,54.59,12.14,26.15,,11.73,0,8.32,15.64,,,,55,Satisfactory,,2673
Amritsar,13-03-2017,41.36,77.43,11.4,25.88,,11.71,0,4.75,20.27,,,,69,Satisfactory,,2694
Amritsar,14-03-2017,51.88,86.64,9.24,25.21,,11.76,0,7.72,30.34,,,,80,Satisfactory,,2683
Amritsar,15-03-2017,51.59,86.11,10.03,26.05,,12.33,0,9.06,24.63,,,,89,Satisfactory,,2770
Amritsar,16-03-2017,45.46,82.73,13.23,26.38,,12.56,0,2.94,19.36,0,0,0,79,Satisfactory,,757
Amritsar,17-03-2017,152.17,93.68,13.86,27.06,,12.45,0,3.17,21.78,,,,262,Poor,,781
Amritsar,18-03-2017,72.87,98.47,10.71,26.07,,12.03,0,3.56,12.86,,,,184,Moderate,,804
Amritsar,19-03-2017,73.26,97.64,10.47,25.73,,11.99,0,1.85,11.77,,,,138,Moderate,,829
Amritsar,20-03-2017,65.26,95.91,9.38,25.23,,12.4,0,1.31,19.98,,,,138,Moderate,,849
Amritsar,21-03-2017,56.39,92.68,10.42,26.26,,12.67,0,2.97,19.83,,,,100,Satisfactory,,872
Amritsar,22-03-2017,55.43,88.17,13.56,28.39,,13,0,1.91,13.71,,,,89,Satisfactory,,894
Amritsar,23-03-2017,40.95,77.09,11.86,26.26,,12.72,0,1.03,21.21,,,,84,Satisfactory,,924
Amritsar,24-03-2017,40.99,67.5,9.68,24.95,,12.41,0,0.86,20.82,,,,72,Satisfactory,,942
Amritsar,25-03-2017,57.49,80.09,8.06,23.95,,11.87,0,2.29,24.66,,,,90,Satisfactory,,947
Amritsar,26-03-2017,45.98,72.74,8.94,23.68,,12.35,0,7.96,24.14,,,,84,Satisfactory,,944
Amritsar,27-03-2017,47.2,78.45,12.41,27.32,,12.16,0,3.29,31.95,,,,74,Satisfactory,,966
Amritsar,28-03-2017,58.95,83.09,10.69,30.37,,12.03,0,4.97,33.22,,,,96,Satisfactory,,995
Amritsar,29-03-2017,39.4,66.81,12.1,30.1,,12.31,0,2.04,33.88,,,,76,Satisfactory,,1038
Amritsar,30-03-2017,39.47,71.86,11.17,30.88,,12.66,0,3.9,28.11,,,,71,Satisfactory,,1063
Amritsar,31-03-2017,52.77,72.49,11.76,31.49,,13.3,0,2.11,26.72,,,,91,Satisfactory,,1082
Amritsar,01-04-2017,16.38,25.27,13.47,31.72,,12.84,0,3.28,23.22,,,,45,Good,,1107
Amritsar,02-04-2017,20.11,34.76,12.78,30.57,,12.37,0,4.88,25.45,,,,30,Good,,1153
Amritsar,03-04-2017,42.05,88.9,3.55,23.44,,10.01,0,2.61,21,,,,72,Satisfactory,,1214
Amritsar,04-04-2017,40.64,63.97,8.88,27.46,,16.51,0,2.64,16.77,,,,76,Satisfactory,,1242
Amritsar,05-04-2017,31.96,59.43,12.81,30.01,,19.88,0,2.96,18.72,,,,60,Satisfactory,,1258
Amritsar,06-04-2017,,,,,,,,,,,,,59,Satisfactory,,1259
Amritsar,07-04-2017,,,,,,,,,,,,,,,,1258
Amritsar,08-04-2017,33.2,49.73,16.68,40.39,,29.59,0,4.31,22.8,,,,,,,1244
Amritsar,09-04-2017,24.29,39.48,20.48,37.9,,30.36,0,5.14,18.12,,,,44,Good,,1228
Amritsar,10-04-2017,30.05,55.59,14.87,19.08,,29.24,0,3.23,27.2,,,,57,Satisfactory,,1241
Amritsar,11-04-2017,41.4,62.53,13.62,21.1,,29.47,0,5.88,22.06,,,,66,Satisfactory,,1238
Amritsar,12-04-2017,33.11,58.18,12.64,19.74,,28.98,0,1.1,15.98,,,,63,Satisfactory,,1258
Amritsar,13-04-2017,50.72,70.44,12.78,23.29,,29.37,0,7.12,24.73,,,,85,Satisfactory,,1348
Amritsar,14-04-2017,25.84,28.59,12.4,21.97,,29.11,0,2.6,28.36,,,,61,Satisfactory,,1484
Amritsar,15-04-2017,24.3,27.21,12.55,21.26,,29.06,0,3.13,31.65,,,,49,Good,,105709
Amritsar,16-04-2017,33.02,45.93,11.88,20.9,,28.81,0,11.78,31.99,,,,53,Satisfactory,,106309
Amritsar,17-04-2017,53.08,101.55,13.42,20.53,,28.7,0,7.66,24,,,,82,Satisfactory,,109217
Amritsar,18-04-2017,82.91,116.95,14.58,20.7,,28.86,0,8.74,29.95,,,,170,Moderate,,112484
Amritsar,19-04-2017,32.08,94.3,16.02,21.29,,28.73,0,12.41,25.46,,,,109,Moderate,,114680
Amritsar,20-04-2017,27.6,39.29,15.53,22.4,,28.94,0,15.52,19.14,,,,65,Satisfactory,,116939
Amritsar,21-04-2017,56.22,94.96,12.13,16.5,,27.97,0,7.77,24.91,,,,,,,119008
Amritsar,22-04-2017,,,,,,,,,,,,,,,,120104
Amritsar,23-04-2017,,,,,,,,,,,,,,,,122998
Amritsar,24-04-2017,23.98,,17.29,16.95,,28.71,0,4.86,14.81,,,,,,,124884
Amritsar,25-04-2017,25.74,,17.33,16.62,,28.63,0,5.49,14.42,,,,42,Good,,124416
Amritsar,26-04-2017,28.28,,15.97,17.11,,28.5,0,5.78,15.2,,,,46,Good,,125392
Amritsar,27-04-2017,25.1,,14.79,16.71,,28.27,0,7.31,13.77,,,,43,Good,,127485
Amritsar,28-04-2017,25.99,,14.47,17.07,,28.26,0,12.18,15,,,,43,Good,,128906
Amritsar,29-04-2017,27.14,,15.96,16.78,,28.42,0,7.85,14.22,,,,45,Good,,128259
Amritsar,30-04-2017,25.81,,15.62,16.07,,28.3,0,5.27,13.02,,,,43,Good,,128590
Amritsar,01-05-2017,23.96,,15.77,16.56,,28.38,0,9.33,13.83,,,,41,Good,,131065
Amritsar,02-05-2017,41.54,124.19,12.43,10.76,,28.71,0,9.99,31.76,,,,97,Satisfactory,,133885
Amritsar,03-05-2017,52.43,105.5,14.68,16.31,,30.36,0,7.51,13.82,,,,102,Moderate,,138121
Amritsar,04-05-2017,53.42,91.16,14.43,16.67,,30.45,0,11.67,14.19,,,,100,Satisfactory,,143518
Amritsar,05-05-2017,194.39,100.51,13.94,16.7,,30.32,0,14.47,16.02,,,,121,Moderate,,146529
Amritsar,06-05-2017,296.84,138.35,13.41,16.92,,30.49,0,15.32,15.81,,,,117,Moderate,,148733
Amritsar,07-05-2017,105.49,125.37,14.23,16.7,,30.52,0,18.78,14.66,,,,123,Moderate,,151762
Amritsar,08-05-2017,868.66,116.29,13.21,16.46,,30.05,0,27.92,15.99,,,,110,Moderate,,155417
Amritsar,09-05-2017,,156.75,14.23,16.57,,30,0,15.77,14.46,,,,122,Moderate,,157654
Amritsar,10-05-2017,832.8,145.53,11.59,15.78,,29.12,0,5.84,25.25,,,,,,,160252
Amritsar,11-05-2017,595.88,219.63,12.27,15.87,,29.09,0,4.57,15.85,,,,539,Severe,,163374
Amritsar,12-05-2017,157.6,94.34,12.68,16.01,,29.27,0,10.25,16.36,,,,473,Severe,,164521
Amritsar,13-05-2017,53.9,124.48,12.69,15.91,,29.05,0,7.37,15.59,,,,138,Moderate,,169371
Amritsar,14-05-2017,40.51,121.36,12.86,16.19,,28.95,0,16.06,15.09,,,,116,Moderate,,175846
Amritsar,15-05-2017,,113.72,12.7,15.71,,28.86,0,15.43,15.33,,,,114,Moderate,,2666
Amritsar,16-05-2017,57.8,86.43,12.52,15.04,,28.33,0,4.74,16.46,5.16,,,102,Moderate,,2679
Amritsar,17-05-2017,41.85,72.79,13.63,15.05,,28.2,0,5.38,15.39,5.22,,,80,Satisfactory,,2749
Amritsar,18-05-2017,54.1,96.51,11.38,14.9,,27.91,0,12.93,22.22,5.17,,,87,Satisfactory,,3059
Amritsar,19-05-2017,42.41,99.64,11.97,15.07,,28.04,0,7.06,16.05,5.19,,,93,Satisfactory,,3267
Amritsar,20-05-2017,45.32,387.65,12.25,15.1,,28,0,3.04,14.62,5.53,,,98,Satisfactory,,3014
Amritsar,21-05-2017,43.97,,14.05,15.07,,28.2,0,14.11,12.34,6.3,,,89,Satisfactory,,2560
Amritsar,22-05-2017,36.59,,13.41,15.23,,28.17,0,7.01,,5.88,,,56,Satisfactory,,2396
Amritsar,23-05-2017,30.55,,12.37,15.35,,28.1,0,10.46,,5.93,,,56,Satisfactory,,2410
Amritsar,24-05-2017,192.7,,11.8,15.19,,28.02,0,6.59,,6.33,,,79,Satisfactory,,2224
Amritsar,25-05-2017,37.67,,11.47,15.34,,28.08,0,12.69,,6.4,,,270,Poor,,2131
Amritsar,26-05-2017,25.3,,11.68,15.02,,28.01,0,9.15,,6.2,,,48,Good,,2223
Amritsar,27-05-2017,20.42,,11.57,14.94,,27.94,0,9.78,,5.54,,,35,Good,,2182
Amritsar,28-05-2017,17.64,,11.61,14.63,,27.84,0,6.27,,5.4,,,34,Good,,2147
Amritsar,29-05-2017,19.68,,11.98,14.75,,27.86,0,3.32,,5.4,,,26,Good,,2111
Amritsar,30-05-2017,26.47,68.35,10.84,14.04,,27.7,0,4.25,28.62,5.16,,,44,Good,,2170
Amritsar,31-05-2017,29.12,63.49,11.7,14.09,,27.7,0,3.33,11.51,5.17,,,67,Satisfactory,,2262
Amritsar,01-06-2017,34.99,68.71,15.13,15.07,,28.28,0,6.14,4.84,5.24,,,62,Satisfactory,,2224
Amritsar,02-06-2017,47.59,98.57,11.58,15.25,,27.89,0,11.06,19.74,5.22,,,,,,2082
Amritsar,03-06-2017,58.68,109.6,14,14.49,,27.95,0,15.24,22.7,5.33,,,107,Moderate,,2003
Amritsar,04-06-2017,48.49,120.47,21.53,14.2,,27.85,0,9.84,20.98,4.8,2.95,1.12,108,Moderate,,1971
Amritsar,05-06-2017,38.78,143.52,21.9,36.62,,42.87,0,12.61,11.54,,,,125,Moderate,,1875
Amritsar,06-06-2017,89.01,240.82,21.16,13.43,,27.61,0,7.22,11.92,,,,197,Moderate,,1762
Amritsar,07-06-2017,39.74,72.35,47.31,31.09,,41.2,0,6.7,10.97,,,,143,Moderate,,1668
Amritsar,08-06-2017,38.25,76.8,22.61,14.02,,27.67,0,3.1,12.77,,,,64,Satisfactory,,1495
Amritsar,09-06-2017,38.93,79.5,21.73,13.56,,27.69,0,5.56,10.26,,,,85,Satisfactory,,1355
Amritsar,10-06-2017,44.76,91.2,21.79,13.59,,27.71,0,3.03,10.9,,,,83,Satisfactory,,1183
Amritsar,11-06-2017,33.88,53.64,22.01,13.79,,27.74,0,5.84,5.17,,,,70,Satisfactory,,1095
Amritsar,12-06-2017,41.62,73.06,22.31,13.84,,27.81,0,6.97,5.62,,,,65,Satisfactory,,1107
Amritsar,13-06-2017,49.45,86.66,20.11,13.43,,27.48,0,6.14,22.07,,,,,,,1131
Amritsar,14-06-2017,36.81,77.01,20.94,13.47,,27.6,0,8.83,19.14,,,,75,Satisfactory,,1655
Amritsar,15-06-2017,38.42,82.21,21.61,13.51,,27.68,0,6.29,9.51,,,,88,Satisfactory,,1731
Amritsar,16-06-2017,33.06,85.28,22.19,13.66,,27.75,0,6.49,4.88,,,,73,Satisfactory,,1816
Amritsar,17-06-2017,34.62,86.44,21.94,13.5,,27.7,0,5.72,5.94,,,,97,Satisfactory,,1894
Amritsar,18-06-2017,42.96,90.84,21.77,13.51,,27.7,0,4.89,6.45,,,,80,Satisfactory,,1931
Amritsar,19-06-2017,40.82,99.55,21.2,13.17,,27.58,0,4.86,12.85,,,,103,Moderate,,1950
Amritsar,20-06-2017,33.69,78.05,21.6,13.01,,27.57,0,3.52,9.16,1.08,4.81,0.58,81,Satisfactory,,1965
Amritsar,21-06-2017,32,71.88,22.15,13.01,,27.62,0,3.59,17.47,0.96,2.72,0.85,76,Satisfactory,,1990
Amritsar,22-06-2017,37.18,81.62,22.6,13.14,,27.7,0,2.06,14.56,2.05,3.17,0.32,76,Satisfactory,,2010
Amritsar,23-06-2017,39.66,92.36,21.24,12.88,,27.55,0,3.7,19.71,1.86,2.73,1.53,86,Satisfactory,,2031
Amritsar,24-06-2017,44.85,106.1,21.08,13.03,,27.55,0,4.38,17.64,2.05,2.94,1.62,100,Satisfactory,,2064
Amritsar,25-06-2017,35.19,102.85,20.77,12.95,,27.53,0,5.34,14.7,,,,104,Moderate,,2119
Amritsar,26-06-2017,36.66,105.7,20.58,12.87,,27.48,0,3.12,17.97,,,,103,Moderate,,2186
Amritsar,27-06-2017,41.22,93.15,20.94,12.84,,27.51,0,3.57,16.13,,,,100,Satisfactory,,2279
